---
title: Restore all mocks after every test suite. 
command: yarn jest --clearCache && node --expose-gc --max-old-space-size=256 ./node_modules/.bin/jest --no-coverage --no-cache --runInBand --logHeapUsage --slowTestThreshold=0
---
 
 PASS  src/features/AIComparison/FilesComparison/containers/__tests__/ComparisonSection.test.tsx (44.611 s, 209 MB heap size)
 PASS  src/components/RepositoryView/ExperimentsPage/components/Comparison/__tests__/Comparison.test.tsx (10.869 s, 516 MB heap size)
 PASS  src/features/AIComparison/FilesComparison/components/__tests__/FileComparisonCard.test.tsx (2.586 s, 522 MB heap size)
 PASS  src/features/AIComparison/ModelTopologyComparison/containers/__tests__/ComparisonItem.test.tsx (5.586 s, 553 MB heap size)
 PASS  src/components/OrganizationView/Models/ModelsPage/components/MetricsFilterDropdown/components/__tests__/MetricInputField.test.tsx (7.413 s, 502 MB heap size)
 PASS  src/components/RepositoryView/AIPage/components/Related/__tests__/Related.test.tsx (13.589 s, 525 MB heap size)
 PASS  src/features/Settings/Repository/components/__tests__/ChangeRepositoryVisibilityModal.test.tsx (3.873 s, 534 MB heap size)
 PASS  src/features/PullRequest/Conversation/components/__tests__/MergeSection.test.tsx (2.13 s, 539 MB heap size)
 PASS  src/components/RepositoryView/RepositoryPage/components/__tests__/CloneDropdown.test.tsx (5.522 s, 502 MB heap size)
 PASS  src/features/AIComparison/ModelTopologyComparison/components/__tests__/ModelTopologyComparisonCard.test.tsx (2.215 s, 511 MB heap size)
 PASS  src/test/pages/[owner]/[repoType]/[repoName]/experiments/comparison.test.tsx (5.95 s, 527 MB heap size)
 PASS  src/features/NewRMD/components/__tests__/NameTextField.test.tsx (3.074 s, 514 MB heap size)
 PASS  src/components/RepositoryView/AIPage/components/Related/components/__tests__/FiltersSection.test.tsx (6.832 s, 527 MB heap size)
 PASS  src/components/RepositoryView/ExperimentsPage/components/Comparison/hooks/__tests__/useExperimentsOptions.test.ts (2.865 s, 526 MB heap size)
 PASS  src/features/AIComparison/FilesComparison/components/__tests__/FilesDropdown.test.tsx (7.554 s, 559 MB heap size)
 PASS  src/features/Settings/Repository/containers/DeleteRepositorySection/__tests__/DeleteRepositorySection.test.tsx (5.328 s, 552 MB heap size)
 PASS  src/features/Register/components/__tests__/UsernameField.test.tsx (3.721 s, 504 MB heap size)
 PASS  src/core/CopyButton/__tests__/CopyButton.test.tsx (2.24 s, 506 MB heap size)
 PASS  src/features/AIComparison/ModelTopologyComparison/__tests__/ModelTopologyComparison.test.tsx (3.947 s, 528 MB heap size)
 PASS  src/features/Settings/Repository/containers/DeleteRepositorySection/components/__tests__/DeleteRepositoryModal.test.tsx (3.345 s, 533 MB heap size)
 PASS  src/features/PullRequest/__tests__/PullRequest.test.tsx (18.844 s, 497 MB heap size)
 PASS  src/features/Settings/Repository/containers/ChangeRepositoryNameSection/components/__tests__/ChangeRepositoryNameConfirmationModal.test.tsx (3.021 s, 454 MB heap size)
 PASS  src/core/VersionControlData/ModelTopologyVersions/__tests__/ModelTopologyVersions.test.tsx (3.779 s, 513 MB heap size)
 PASS  src/core/Modal/__tests__/Modal.test.tsx (2.18 s, 510 MB heap size)
 PASS  src/features/AIComparison/ModelTopologyComparison/containers/__tests__/ComparisonSection.test.tsx (3.857 s, 515 MB heap size)
 PASS  src/features/Issues/__tests__/Issues.test.tsx (23.018 s, 521 MB heap size)
 PASS  src/features/Profile/__tests__/Profile.test.tsx (35.428 s, 537 MB heap size)
 PASS  src/components/RepositoryView/hooks/__tests__/usePlots.test.ts (1.878 s, 537 MB heap size)
 PASS  src/core/VersionControlData/CodeDiffViewer/__tests__/CodeDiffViewer.test.tsx (7.26 s, 551 MB heap size)
 PASS  src/homepagev2/NavBar/__tests__/NavBar.test.tsx (12.582 s, 570 MB heap size)
 PASS  src/components/NavBar/__tests__/NavBar.test.tsx (8.767 s, 589 MB heap size)
 PASS  src/features/Login/__tests__/Login.test.tsx (7.497 s, 592 MB heap size)
 PASS  src/core/Auth/__tests__/withAuthServerSideProps.test.ts (0.559 s, 515 MB heap size)
 PASS  src/features/NewOrganization/components/__tests__/OrganizationAccountNameField.test.tsx (3.119 s, 539 MB heap size)
 PASS  src/features/ActivityTimeline/__tests__/ActivityTimeline.test.tsx (1.833 s, 514 MB heap size)
 PASS  src/features/PullRequest/Conversation/components/MergeSection/components/__tests__/ChecksSubSectionHeader.test.tsx (2.088 s, 443 MB heap size)
 PASS  src/features/AIComparison/hooks/__tests__/useFiltersReducer.test.ts (1.419 s, 446 MB heap size)
 PASS  src/homepagev2/NavBar/components/ProfileMenu/components/__tests__/ProfileSwitcherMenuItem.test.tsx (2.163 s, 447 MB heap size)
 PASS  src/components/NavBar/components/ProfileMenu/components/__tests__/ProfileSwitcherMenuItem.test.tsx (2.12 s, 455 MB heap size)
 PASS  src/features/AIComparison/MetricsComparison/hooks/__tests__/useComparisonMetrics.test.ts (2.103 s, 454 MB heap size)
 PASS  src/test/pages/[owner]/settings/emails/[emailId]/confirm-verification.test.tsx (2.176 s, 460 MB heap size)
 PASS  src/features/PullRequest/Conversation/components/MergeSection/components/__tests__/ReviewsSubSectionHeader.test.tsx (1.764 s, 451 MB heap size)
 PASS  src/components/RepositoryView/ExperimentsPage/components/AllExperiments/components/__tests__/ExperimentCard.test.tsx (2.113 s, 452 MB heap size)
 PASS  src/features/FileDiffsContent/__tests__/FileDiffsContent.test.tsx (5.792 s, 523 MB heap size)
 PASS  src/features/PullRequest/Conversation/components/MergeSection/components/__tests__/MergeabilitySubSection.test.tsx (2.659 s, 512 MB heap size)
 PASS  src/features/Register/components/__tests__/EmailField.test.tsx (2.8 s, 523 MB heap size)
 PASS  src/features/AIComparison/PlotsComparison/components/__tests__/PlotsDropdown.test.tsx (5.959 s, 548 MB heap size)
 PASS  src/features/AIComparison/MetricsComparison/components/__tests__/MetricsDropdown.test.tsx (5.823 s, 567 MB heap size)
 PASS  src/components/OrganizationView/Repositories/RepositoriesPage/components/__tests__/FiltersSection.test.tsx (4.3 s, 563 MB heap size)
 PASS  src/test/pages/[owner]/[repoType]/[repoName]/experiments/all.test.tsx (4.236 s, 588 MB heap size)
 PASS  src/components/OrganizationView/Datasets/DatasetsPage/components/__tests__/FiltersSection.test.tsx (3.742 s, 596 MB heap size)
 PASS  src/features/Profile/components/UserInfo/components/__tests__/ProfileForm.test.tsx (19.687 s, 523 MB heap size)
 PASS  src/test/pages/[owner]/[repoType]/[repoName]/pulls/[pull]/commits/[commitHash].test.tsx (3.447 s, 541 MB heap size)
 PASS  src/features/Issues/components/__tests__/FiltersSection.test.tsx (9.688 s, 523 MB heap size)
 PASS  src/features/Settings/Keys/SSH/New/__tests__/New.test.tsx (25.505 s, 552 MB heap size)
 PASS  src/features/Settings/Keys/SSH/List/__tests__/List.test.tsx (5.34 s, 548 MB heap size)
 PASS  src/features/Settings/Repository/__tests__/Repository.test.tsx (4.952 s, 560 MB heap size)
 PASS  src/components/RepositoryView/RepositoryPage/components/__tests__/RepoFileExplorer.test.tsx (7.902 s, 621 MB heap size)
 PASS  src/features/hooks/__tests__/useUserProfileUpdater.test.ts (1.848 s, 563 MB heap size)
 PASS  src/test/pages/[owner]/[repoType]/[repoName]/pulls/[pull]/commits/index.test.tsx (2.984 s, 507 MB heap size)
 PASS  src/components/RepositoryView/hooks/__tests__/useMetrics.test.ts (1.825 s, 510 MB heap size)
 PASS  src/features/Settings/Profile/components/PublicProfileSettings/components/__tests__/PublicProfileSettingsForm.test.tsx (21.832 s, 453 MB heap size)
 PASS  src/features/ActivityTimeline/components/__tests__/UpdateLinksActivityItem.test.tsx (2.768 s, 459 MB heap size)
 PASS  src/features/AIContent/__tests__/AIContent.test.tsx (1.506 s, 433 MB heap size)
 PASS  src/components/RepositoryView/ExperimentsPage/components/AllExperiments/hooks/useExperimentUsersOptions.test.ts (2.052 s, 442 MB heap size)
 PASS  src/test/pages/[owner]/[repoType]/[repoName]/index.test.tsx (3.775 s, 470 MB heap size)
 PASS  src/features/Register/__tests__/Register.test.tsx (4.482 s, 487 MB heap size)
 PASS  src/core/VersionControlData/FilesVersions/__tests__/FilesVersions.test.tsx (13.302 s, 474 MB heap size)
 PASS  src/components/OrganizationView/Models/ModelsPage/components/__tests__/MetricsFilterSummary.test.tsx (2.143 s, 478 MB heap size)
 PASS  src/components/OrganizationView/Models/ModelsPage/components/MetricsFilterDropdown/components/__tests__/MetricsFilterItem.test.tsx (4.345 s, 490 MB heap size)
 PASS  src/features/AIComparison/FilesComparison/helpers/__tests__/assignLabelAndFileLines.test.ts (0.356 s, 450 MB heap size)
 PASS  src/test/pages/[owner]/[repoType]/[repoName]/pulls/[pull]/conversation.test.tsx (2.924 s, 468 MB heap size)
 PASS  src/features/AIComparison/PlotsComparison/hooks/__tests__/useComparisonPlots.test.ts (2.008 s, 471 MB heap size)
 PASS  src/features/AIComparison/ModelTopologyComparison/hooks/__tests__/useComparisonTopologyChunks.test.ts (1.829 s, 471 MB heap size)
 PASS  src/test/pages/[owner]/[repoType]/[repoName]/pulls/[pull]/changes.test.tsx (2.893 s, 482 MB heap size)
 PASS  src/components/OrganizationView/PullRequestsPage/__tests__/PullRequests.test.tsx (10.831 s, 505 MB heap size)
 PASS  src/components/RepositoryView/AIPage/components/Comparison/components/__tests__/CommitsDropdown.test.tsx (13.521 s, 510 MB heap size)
 PASS  src/features/Register/components/__tests__/PasswordField.test.tsx (4.554 s, 479 MB heap size)
 PASS  src/core/InfiniteScroll/__tests__/InfiniteScroll.test.tsx (1.499 s, 467 MB heap size)
 PASS  src/test/pages/[owner]/[repoType]/[repoName]/ai/related.test.tsx (4.201 s, 479 MB heap size)
 PASS  src/features/Issue/__tests__/Issue.test.tsx (18.073 s, 591 MB heap size)
 PASS  src/features/Settings/Account/components/__tests__/ChangePasswordForm.test.tsx (6.31 s, 526 MB heap size)
 PASS  src/core/VersionControlData/InputRepositoriesVersions/__tests__/InputRepositoriesVersions.test.tsx (4.534 s, 552 MB heap size)
 PASS  src/layouts/SplitViewLayout/__tests__/SplitViewLayout.test.tsx (1.742 s, 541 MB heap size)
 PASS  src/features/Settings/Profile/__tests__/Profile.test.tsx (10.232 s, 526 MB heap size)
 PASS  src/test/pages/[owner]/[repoType]/[repoName]/pulls/[pull]/checks.test.tsx (2.948 s, 527 MB heap size)
 PASS  src/test/pages/[owner]/[repoType]/[repoName]/issues/index.test.tsx (3.815 s, 531 MB heap size)
 PASS  src/test/pages/[owner]/[repoType]/[repoName]/settings/repository.test.tsx (3.029 s, 543 MB heap size)
 PASS  src/features/AIContent/components/__tests__/Plots.test.tsx (2.103 s, 536 MB heap size)
 PASS  src/components/RepositoryView/ExperimentPage/components/__tests__/SubHeader.test.tsx (1.764 s, 530 MB heap size)
 PASS  src/components/RepositoryView/ExperimentsPage/components/Comparison/components/__tests__/FiltersSection.test.tsx (11.155 s, 540 MB heap size)
 PASS  src/components/RepositoryView/ExperimentsPage/components/AllExperiments/components/__tests__/UsersDropdown.test.tsx (3.39 s, 547 MB heap size)
 PASS  src/homepagev2/NavBar/components/ProfileMenu/components/__tests__/ProfileMenuList.test.tsx (2.248 s, 554 MB heap size)
 PASS  src/components/NavBar/components/ProfileMenu/components/__tests__/ProfileMenuList.test.tsx (2.229 s, 562 MB heap size)
 PASS  src/features/AIComparison/ModelTopologyComparison/hooks/__tests__/useComparisonTopology.test.ts (2.44 s, 514 MB heap size)
 PASS  src/core/TextInput/__tests__/TextInput.test.tsx (2.089 s, 513 MB heap size)
 PASS  src/features/Settings/Emails/components/__tests__/EmailsList.test.tsx (1.822 s, 514 MB heap size)
 PASS  src/features/PullRequest/Conversation/components/__tests__/MergeConfirmation.test.tsx (2.946 s, 517 MB heap size)
 PASS  src/features/Settings/Account/components/__tests__/DeleteAccountModal.test.tsx (3.797 s, 515 MB heap size)
 PASS  src/features/HistoryTimelineView/components/__tests__/CommitItem.test.tsx (1.914 s, 522 MB heap size)
 PASS  src/core/ActiveLink/__tests__/ActiveLink.test.tsx (1.52 s, 525 MB heap size)
 PASS  src/test/pages/[owner]/[repoType]/[repoName]/experiments/[experimentName].test.tsx (3.38 s, 485 MB heap size)
 PASS  src/components/RepositoryView/AIPage/components/Comparison/hooks/__tests__/useGitReferenceCommitsOptions.test.ts (1.968 s, 488 MB heap size)
 PASS  src/homepagev2/NavBar/components/__tests__/MobileMenu.test.tsx (3.284 s, 499 MB heap size)
 PASS  src/features/Commit/components/CommitHeaderSection/components/__tests__/FooterDetails.test.tsx (1.958 s, 484 MB heap size)
 PASS  src/test/pages/[owner]/[repoType]/[repoName]/pulls/index.test.tsx (3.394 s, 486 MB heap size)
 PASS  src/components/NavBar/components/__tests__/MobileMenu.test.tsx (3.091 s, 494 MB heap size)
 PASS  src/test/pages/[owner]/settings/emails/index.test.tsx (2.804 s, 492 MB heap size)
 PASS  src/test/pages/[owner]/[repoType]/[repoName]/commits/[commitHash].test.tsx (3.849 s, 502 MB heap size)
 PASS  src/components/RepositoryView/AIPage/components/Comparison/components/__tests__/MultiSelectDropdown.test.tsx (3.979 s, 500 MB heap size)
 PASS  src/components/RepositoryView/hooks/__tests__/usePlotsOptions.test.ts (2.012 s, 505 MB heap size)
 PASS  src/features/PullRequest/Changes/components/FileDiffsView/components/__tests__/ActionsDropdownMenu.test.tsx (2.113 s, 475 MB heap size)
 PASS  src/features/Commit/FileDiffsView/components/__tests__/ActionsDropdownMenu.test.tsx (2.141 s, 482 MB heap size)
 PASS  src/features/Search/components/__tests__/FiltersSection.test.tsx (4.472 s, 491 MB heap size)
 PASS  src/test/pages/[owner]/repositories/new.test.tsx (3.381 s, 508 MB heap size)
 PASS  src/features/Register/components/__tests__/ConfirmationDialog.test.tsx (2.607 s, 513 MB heap size)
 PASS  src/test/pages/[owner]/datasets/new.test.tsx (3.006 s, 525 MB heap size)
 PASS  src/test/pages/[owner]/models/new.test.tsx (2.966 s, 541 MB heap size)
 PASS  src/core/ExpandableTruncatedText/__tests__/ExpandableTruncatedText.test.tsx (1.624 s, 541 MB heap size)
 PASS  src/core/EditTitleSubHeader/__tests__/EditTitleSubHeader.test.tsx (2.368 s, 477 MB heap size)
 PASS  src/features/PullRequest/Conversation/components/MergeSection/helpers/__tests__/getChecksStatus.test.ts (0.418 s, 463 MB heap size)
 PASS  src/components/RepositoryView/ExperimentsPage/components/Comparison/components/__tests__/ExperimentsDropdown.test.tsx (4.949 s, 481 MB heap size)
 PASS  src/features/Search/components/__tests__/FilterDropdown.test.tsx (3.625 s, 495 MB heap size)
 PASS  src/components/RepositoryView/RepositoryPage/components/__tests__/EmptyRepositoryView.test.tsx (3.917 s, 532 MB heap size)
 PASS  src/test/pages/confirm-registration.test.tsx (2.143 s, 534 MB heap size)
 PASS  src/layouts/__tests__/RepositoryViewLayout.test.tsx (2.349 s, 547 MB heap size)
 PASS  src/core/Header/__tests__/Header.test.tsx (2.023 s, 552 MB heap size)
 PASS  src/features/PasswordReset/__tests__/PasswordReset.test.tsx (4.161 s, 525 MB heap size)
 PASS  src/features/ActivityTimeline/components/__tests__/ReferenceInCommitActivityItem.test.tsx (1.818 s, 517 MB heap size)
 PASS  src/test/pages/[owner]/[repoType]/[repoName]/commits/index.test.tsx (3.467 s, 509 MB heap size)
 PASS  src/components/RepositoryView/hooks/__tests__/useMetricsOptions.test.ts (2 s, 511 MB heap size)
 PASS  src/features/AIComparison/FilesComparison/helpers/__tests__/transformFilesData.test.ts (0.485 s, 479 MB heap size)
 PASS  src/features/AIComparison/components/__tests__/ComparisonCard.test.tsx (1.72 s, 495 MB heap size)
 PASS  src/features/ConfirmRegistration/__tests__/ConfirmRegistration.test.tsx (2.537 s, 504 MB heap size)
 PASS  src/test/pages/[owner]/settings/keys/index.test.tsx (2.877 s, 517 MB heap size)
 PASS  src/features/Settings/Account/components/__tests__/UsernameSettings.test.tsx (3.118 s, 532 MB heap size)
 PASS  src/features/Commit/components/CommitHeaderSection/components/__tests__/Title.test.tsx (1.803 s, 509 MB heap size)
 PASS  src/test/pages/[owner]/[repoType]/[repoName]/project-management/index.test.tsx (3.366 s, 511 MB heap size)
 PASS  src/features/Settings/Repository/components/__tests__/ChangeRepositoryVisibilitySection.test.tsx (2.414 s, 520 MB heap size)
 PASS  src/core/VersionControlData/components/__tests__/ConversationSummary.test.tsx (1.587 s, 521 MB heap size)
 PASS  src/components/RepositoryView/hooks/__tests__/useGitReferencesOptions.test.ts (2.136 s, 498 MB heap size)
 PASS  src/features/AIComparison/helpers/__tests__/getReorderedCommitsToBase.test.ts (0.34 s, 484 MB heap size)
 PASS  src/test/pages/[owner]/settings/keys/ssh/new.test.tsx (2.798 s, 506 MB heap size)
 PASS  src/core/TextCollapsedButton/__tests__/TextCollapsedButton.test.tsx (1.743 s, 507 MB heap size)
 PASS  src/test/pages/[owner]/organizations/new.test.tsx (2.812 s, 498 MB heap size)
 PASS  src/features/Login/components/__tests__/VerifyAccountDialog.test.tsx (2.531 s, 503 MB heap size)
 PASS  src/test/pages/[owner]/settings/profile.test.tsx (2.834 s, 481 MB heap size)
 PASS  src/test/pages/[owner]/settings/organizations.test.tsx (2.809 s, 480 MB heap size)
 PASS  src/features/ActivityTimeline/components/__tests__/ConcatenatedAssignees.test.tsx (1.508 s, 480 MB heap size)
 PASS  src/test/pages/[owner]/[repoType]/[repoName]/followers/index.test.tsx (3.438 s, 497 MB heap size)
 PASS  src/features/Commit/components/__tests__/CommitHeaderSection.test.tsx (4.121 s, 524 MB heap size)
 PASS  src/test/pages/[owner]/settings/account.test.tsx (3.375 s, 538 MB heap size)
 PASS  src/test/pages/[owner]/issues/index.test.tsx (3.169 s, 538 MB heap size)
 PASS  src/components/RepositoryView/AIPage/components/Related/components/__tests__/OwnersDropdown.test.tsx (2.852 s, 533 MB heap size)
 PASS  src/test/pages/[owner]/[repoType]/[repoName]/forks/index.test.tsx (3.468 s, 525 MB heap size)
 PASS  src/features/ActivityTimeline/components/__tests__/UpdateStatusActivityItem.test.tsx (1.774 s, 528 MB heap size)
 PASS  src/features/ConfirmAccess/__tests__/ConfirmAccess.test.tsx (3.441 s, 520 MB heap size)
 PASS  src/components/OrganizationView/Repositories/RepositoriesPage/components/__tests__/RepositoryItem.test.tsx (1.825 s, 524 MB heap size)
 PASS  src/test/pages/[owner]/settings/billing.test.tsx (2.963 s, 535 MB heap size)
 PASS  src/test/pages/[owner]/settings/notifications.test.tsx (2.87 s, 548 MB heap size)
 PASS  src/features/ActivityTimeline/components/__tests__/UpdateAssigneesActivityItem.test.tsx (1.737 s, 551 MB heap size)
 PASS  src/components/RepositoryView/AIPage/components/Comparison/components/__tests__/GitReferenceDropdown.test.tsx (5.354 s, 527 MB heap size)
 PASS  src/features/Profile/components/__tests__/UserInfo.test.tsx (2.138 s, 539 MB heap size)
 PASS  src/components/RepositoryView/RepositoryPage/helpers/__tests__/buildFoldersTree.test.ts (0.331 s, 495 MB heap size)
 PASS  src/features/PullRequest/Conversation/components/MergeSection/components/__tests__/MergeButtonDropdown.test.tsx (2.545 s, 517 MB heap size)
 PASS  src/features/Settings/Account/components/__tests__/DeleteAccountSection.test.tsx (3.257 s, 492 MB heap size)
 PASS  src/features/Issues/components/__tests__/IssuesList.test.tsx (1.98 s, 500 MB heap size)
 PASS  src/components/OrganizationView/Models/ModelsPage/components/__tests__/SearchResultsSummarySuffix.test.tsx (1.94 s, 488 MB heap size)
 PASS  src/core/DisplayCode/PreviewMarkdown/components/__tests__/StylesWrapper.test.tsx (1.428 s, 490 MB heap size)
 PASS  src/components/OrganizationView/PullRequestsPage/components/__tests__/FiltersDropdown.test.tsx (3.129 s, 505 MB heap size)
 PASS  src/features/AIComparison/PlotsComparison/hooks/__tests__/useComparisonPlotsOptions.test.ts (2.042 s, 504 MB heap size)
 PASS  src/features/NewOrganization/__tests__/NewOrganization.test.tsx (3.099 s, 511 MB heap size)
 PASS  src/features/AIComparison/MetricsComparison/hooks/__tests__/useComparisonMetricsOptions.test.ts (2.017 s, 515 MB heap size)
 PASS  src/core/DropdownToasterMessage/__tests__/DropdownToastMessage.test.tsx (1.761 s, 485 MB heap size)
 PASS  src/core/Dropdowns/ListItems/__tests__/TopBarListItem.test.tsx (1.735 s, 479 MB heap size)
 PASS  src/features/AIContent/components/__tests__/MultiSelectDropdown.test.tsx (2.579 s, 488 MB heap size)
 PASS  src/components/RepositoryView/hooks/__tests__/useMetadataQuery.test.ts (1.77 s, 494 MB heap size)
 PASS  src/core/VersionControlData/PlotsVersions/__tests__/PlotsVersions.test.tsx (2.043 s, 482 MB heap size)
 PASS  src/core/TextInput/components/__tests__/Label.test.tsx (1.533 s, 486 MB heap size)
 PASS  src/test/pages/[owner]/datasets/index.test.tsx (2.869 s, 495 MB heap size)
 PASS  src/test/pages/[owner]/models/index.test.tsx (2.806 s, 510 MB heap size)
 PASS  src/features/AIComparison/FilesComparison/helpers/__tests__/transformFilesChunksData.test.ts (0.471 s, 483 MB heap size)
 PASS  src/core/SearchBar/__tests__/SearchBar.test.tsx (2.142 s, 486 MB heap size)
 PASS  src/components/RepositoryView/RepositoryPage/components/__tests__/RepoFileInspector.test.tsx (3.731 s, 542 MB heap size)
 PASS  src/features/AIContent/components/__tests__/Metrics.test.tsx (1.878 s, 539 MB heap size)
 PASS  src/features/HistoryTimelineView/__tests__/HistoryTimelineView.test.tsx (1.565 s, 526 MB heap size)
 PASS  src/features/Settings/Emails/components/__tests__/AddEmailAddress.test.tsx (3.096 s, 538 MB heap size)
 PASS  src/test/pages/[owner]/pulls/index.test.tsx (2.844 s, 548 MB heap size)
 PASS  src/test/pages/[owner]/packages/index.test.tsx (2.837 s, 563 MB heap size)
 PASS  src/core/Dropdowns/TopBarDropdown/__tests__/TopBarDropdown.test.tsx (1.991 s, 534 MB heap size)
 PASS  src/components/OrganizationView/Models/ModelsPage/helpers/__tests__/getAPIQueryFilterVariables.test.ts (1.219 s, 515 MB heap size)
